id,Volume,vol_link,title,authors,Details,Pdf link,vol_link,Addition url,date,data of the conference,conference_name,conference_name_long,Place,editors,id,abs_link,abstracts
2129,32,http://jmlr.csail.mit.edu/proceedings/papers/v32/,Learning the Parameters of Determinantal Point Process Kernels,"Raja Hafiz Affandi, Emily Fox, Ryan Adams, Ben Taskar",none,http://jmlr.csail.mit.edu/proceedings/papers/v32/affandi14.pdf,http://jmlr.csail.mit.edu/proceedings/papers/v32/,http://jmlr.csail.mit.edu/proceedings/papers/v32/affandi14-supp.pdf,18th June 2014,"Jun 21, 2014 - Jun 26, 2014 ",ICML 2014 Proceedings,Proceedings of The 31st International Conference on Machine Learning,"Beijing, China","Eric P. Xing, Tony Jebara",v32_affandi14,http://jmlr.csail.mit.edu/proceedings/papers/v32/affandi14.html,"Determinantal point processes (DPPs) are well-suited for modeling repulsion and have proven useful in applications where diversity is desired. While DPPs have many appealing properties, learning the parameters of a DPP is diffcult, as the likelihood is non-convex and is infeasible to compute in many scenarios. Here we propose Bayesian methods for learning the DPP kernel parameters. These methods are applicable in large-scale discrete and continuous DPP settings, even when the likelihood can only be bounded. We demonstrate the utility of our DPP learning methods in studying the progression of diabetic neuropathy based on the spatial distribution of nerve fibers, and in studying human perception of diversity in images."
2130,31,http://jmlr.csail.mit.edu/proceedings/papers/v31/,Nystrom Approximation for Large-Scale Determinantal Processes,"Raja Hafiz Affandi, Alex Kulesza, Emily Fox, Ben Taskar",none,http://jmlr.csail.mit.edu/proceedings/papers/v31/affandi13a.pdf,http://jmlr.csail.mit.edu/proceedings/papers/v31/,,29th April 2013,"April 29 - May 1, 2013",AISTATS 2013 Proceedings,"Sixteenth International Conference on Artificial Intelligence and Statistics","Scottsdale, AZ, USA","Carvalho, Carlos M. and Ravikumar, Pradeep",v31_affandi13a,http://jmlr.csail.mit.edu/proceedings/papers/v31/affandi13a.html,"Determinantal point processes (DPPs) are appealing models for subset selection problems where diversity is desired. They offer surprisingly efficient inference, including sampling in \(O(N^3)\) time and \(O(N^2)\) space, where \(N\) is the number of base items. However, in some applications, \(N\) may grow so large that sampling from a DPP becomes computationally infeasible. This is especially true in settings where the DPP kernel matrix cannot be represented by a linear decomposition of low-dimensional feature vectors. In these cases, we propose applying the Nystrom approximation to project the kernel matrix into a low-dimensional space. While theoretical guarantees for the Nystrom approximation in terms of standard matrix norms have been previously established, we are concerned with probabilistic measures, like total variation distance between the DPP generated by a kernel matrix and the one generated by its Nystrom approximation, that behave quite differently. In this paper we derive new error bounds for the Nystrom-approximated DPP and present empirical results to corroborate them. We then demonstrate the Nystrom-approximated DPP by applying it to a motion capture summarization task."
2131,32,http://jmlr.csail.mit.edu/proceedings/papers/v32/,Concept Drift Detection Through Resampling,"Maayan Harel, Shie Mannor, Ran El-Yaniv, Koby Crammer",none,http://jmlr.csail.mit.edu/proceedings/papers/v32/harel14.pdf,http://jmlr.csail.mit.edu/proceedings/papers/v32/,http://jmlr.csail.mit.edu/proceedings/papers/v32/harel14-supp.pdf,18th June 2014,"Jun 21, 2014 - Jun 26, 2014 ",ICML 2014 Proceedings,Proceedings of The 31st International Conference on Machine Learning,"Beijing, China","Eric P. Xing, Tony Jebara",v32_harel14,http://jmlr.csail.mit.edu/proceedings/papers/v32/harel14.html,"Detecting changes in data-streams is an important part of enhancing learning quality in dynamic environments. We devise a procedure for detecting concept drifts in data-streams that relies on analyzing the empirical loss of learning algorithms. Our method is based on obtaining statistics from the loss distribution by reusing the data multiple times via resampling. We present theoretical guarantees for the proposed procedure based on the stability of the underlying learning algorithms. Experimental results show that the detection method has high recall and precision, and performs well in the presence of noise."
2132,32,http://jmlr.csail.mit.edu/proceedings/papers/v32/,Narrowing the Gap: Random Forests In Theory and In Practice,"Misha Denil, David Matheson, Nando De Freitas",none,http://jmlr.org/proceedings/papers/v32/denil14.pdf,http://jmlr.csail.mit.edu/proceedings/papers/v32/,http://jmlr.csail.mit.edu/proceedings/papers/v32/denil14-supp.pdf,18th June 2014,"Jun 21, 2014 - Jun 26, 2014 ",ICML 2014 Proceedings,Proceedings of The 31st International Conference on Machine Learning,"Beijing, China","Eric P. Xing, Tony Jebara",v32_denil14,http://jmlr.csail.mit.edu/proceedings/papers/v32/denil14.html,"Despite widespread interest and practical use, the theoretical properties of random forests are still not well understood. In this paper we contribute to this understanding in two ways. We present a new theoreti- cally tractable variant of random regression forests and prove that our algorithm is con- sistent. We also provide an empirical eval- uation, comparing our algorithm and other theoretically tractable random forest models to the random forest algorithm used in prac- tice. Our experiments provide insight into the relative importance of different simplifi- cations that theoreticians have made to ob- tain tractable models for analysis."
2133,28,http://jmlr.csail.mit.edu/proceedings/papers/v28/,Structure Discovery in Nonparametric Regression through Compositional Kernel Search,"David Duvenaud, James Lloyd, Roger Grosse, Joshua Tenenbaum, Ghahramani Zoubin",none,http://jmlr.csail.mit.edu/proceedings/papers/v28/duvenaud13.pdf,http://jmlr.csail.mit.edu/proceedings/papers/v28/,,15th February 2013,"June 17 _ June 19, 2013.",ICML 2013 Proceedings,30th International Conference on Machine Learning ,"Atlanta, USA",Sanjoy Dasgupta and David McAllester,v28_duvenaud13,http://jmlr.csail.mit.edu/proceedings/papers/v28/duvenaud13.html,"Despite its importance, choosing the structural form of the kernel in nonparametric regression remains a black art. We define a space of kernel structures which are built compositionally by adding and multiplying a small number of base kernels. We present a method for searching over this space of structures which mirrors the scientific discovery process. The learned structures can often decompose functions into interpretable components and enable long-range extrapolation on time-series datasets. Our structure search method outperforms many widely used kernels and kernel combination methods on a variety of prediction tasks."
2134,28,http://jmlr.csail.mit.edu/proceedings/papers/v28/,Parameter Learning and Convergent Inference for Dense Random Fields,"Philipp Kraehenbuehl, Vladlen Koltun",none,http://jmlr.csail.mit.edu/proceedings/papers/v28/kraehenbuehl13.pdf,http://jmlr.csail.mit.edu/proceedings/papers/v28/,,15th February 2013,"June 17 _ June 19, 2013.",ICML 2013 Proceedings,30th International Conference on Machine Learning ,"Atlanta, USA",Sanjoy Dasgupta and David McAllester,v28_kraehenbuehl13,http://jmlr.csail.mit.edu/proceedings/papers/v28/kraehenbuehl13.html,"Dense random fields are models in which all pairs of variables are directly connected by pairwise potentials. It has recently been shown that mean field inference in dense random fields can be performed efficiently and that these models enable significant accuracy gains in computer vision applications. However, parameter estimation for dense random fields is still poorly understood. In this paper, we present an efficient algorithm for learning parameters in dense random fields. All parameters are estimated jointly, thus capturing dependencies between them. We show that gradients of a variety of loss functions over the mean field marginals can be computed efficiently. The resulting algorithm learns parameters that directly optimize the performance of mean field inference in the model. As a supporting result, we present an efficient inference algorithm for dense random fields that is guaranteed to converge."
2135,32,http://jmlr.csail.mit.edu/proceedings/papers/v32/,Marginalized Denoising Auto-encoders for Nonlinear Representations,"Minmin Chen, Kilian Weinberger, Fei Sha, Yoshua Bengio",none,http://jmlr.csail.mit.edu/proceedings/papers/v32/cheng14.pdf,http://jmlr.csail.mit.edu/proceedings/papers/v32/,,18th June 2014,"Jun 21, 2014 - Jun 26, 2014 ",ICML 2014 Proceedings,Proceedings of The 31st International Conference on Machine Learning,"Beijing, China","Eric P. Xing, Tony Jebara",v32_cheng14,http://jmlr.csail.mit.edu/proceedings/papers/v32/cheng14.html,"Denoising auto-encoders (DAEs) have been successfully used to learn new representations for a wide range of machine learning tasks. During training, DAEs make many passes over the training dataset and reconstruct it from partial corruption generated from a pre-specified corrupting distribution. This process learns robust representation, though at the expense of requiring many training epochs, in which the data is explicitly corrupted. In this paper we present the marginalized Denoising Auto-encoder (mDAE), which (approximately) marginalizes out the corruption during training. Effectively, the mDAE takes into account infinitely many corrupted copies of the training data in every epoch, and therefore is able to match or outperform the DAE with much fewer training epochs. We analyze our proposed algorithm and show that it can be understood as a classic auto-encoder with a special form of regularization. In empirical evaluations we show that it attains 1-2 order-of-magnitude speedup in training time over other competing approaches."
2136,44,http://jmlr.csail.mit.edu/proceedings/papers/v44/,Deep Clustered Convolutional Kernels,"Minyoung Kim, Luca Rigazio",none,http://jmlr.csail.mit.edu/proceedings/papers/v44/kim2015a.pdf,http://jmlr.csail.mit.edu/proceedings/papers/v44/,,8th December 2015,7 - 12 December 2015,NIPS Workshop on Feature Extraction 2015 Proceedings,Twenty-ninth Annual Conference on Neural Information Processing Systems (NIPS) ,"Montreal, Canada","Dmitry Storcheus, Afshin Rostamizadeh, Sanjiv Kumar, Neil Lawrence",v44_kim2015a,http://jmlr.csail.mit.edu/proceedings/papers/v44/kim2015a.html,"Deep neural networks have recently achieved state of the art performance thanks to new training algorithms for rapid parameter estimation and new regularizations to reduce over- fitting. However, in practice the network architecture has to be manually set by domain experts, generally by a costly trial and error procedure, which often accounts for a large portion of the final system performance. We view this as a limitation and propose a novel training algorithm that automatically optimizes network architecture, by progressively increasing model complexity and then eliminating model redundancy by selectively removing parameters at training time. For convolutional neural networks, our method relies on iterative split/merge clustering of convolutional kernels interleaved by stochastic gradient descent. We present a training algorithm and experimental results on three different vision tasks, showing improved performance compared to similarly sized hand-crafted architec- tures."
2137,44,http://jmlr.csail.mit.edu/proceedings/papers/v44/,Stage-wise Training: An Improved Feature Learning Strategy for Deep Models,"Elnaz Barshan, Paul Fieguth",none,http://jmlr.csail.mit.edu/proceedings/papers/v44/Barshan2015.pdf,http://jmlr.csail.mit.edu/proceedings/papers/v44/,,8th December 2015,7 - 12 December 2015,NIPS Workshop on Feature Extraction 2015 Proceedings,Twenty-ninth Annual Conference on Neural Information Processing Systems (NIPS) ,"Montreal, Canada","Dmitry Storcheus, Afshin Rostamizadeh, Sanjiv Kumar, Neil Lawrence",v44_Barshan2015,http://jmlr.csail.mit.edu/proceedings/papers/v44/Barshan2015.html,"Deep neural networks currently stand at the state of the art for many machine learning applications, yet there still remain limitations in the training of such networks because of their very high parameter dimensionality. In this paper we show that network training performance can be improved using a stage-wise learning strategy, in which the learning process is broken down into a number of related sub-tasks that are completed stage-by-stage. The idea is to inject the information to the network gradually so that in the early stages of training the –coarse-scale” properties of the data are captured while the –finer-scale” characteristics are learned in later stages. Moreover, the solution found in each stage serves as a prior to the next stage, which produces a regularization effect and enhances the generalization of the learned representations. We show that decoupling the classifier layer from the feature extraction layers of the network is necessary, as it alleviates the diffusion of gradient and over-fitting problems. Experimental results in the context of image classification support these claims."
2138,44,http://jmlr.csail.mit.edu/proceedings/papers/v44/,Hierarchical Feature Extraction for Efficient Design of Microfluidic Flow Patterns,"Kin Gwn Lore, Daniel Stoecklein, Michael Davies, Baskar Ganapathysubramanian, Soumik Sarkar",none,http://jmlr.csail.mit.edu/proceedings/papers/v44/lore15.pdf,http://jmlr.csail.mit.edu/proceedings/papers/v44/,,8th December 2015,7 - 12 December 2015,NIPS Workshop on Feature Extraction 2015 Proceedings,Twenty-ninth Annual Conference on Neural Information Processing Systems (NIPS) ,"Montreal, Canada","Dmitry Storcheus, Afshin Rostamizadeh, Sanjiv Kumar, Neil Lawrence",v44_lore15,http://jmlr.csail.mit.edu/proceedings/papers/v44/lore15.html,"Deep neural networks are being widely used for feature representation learning in diverse problem areas ranging from object recognition and speech recognition to robotic perception and human disease prediction. We demonstrate a novel, perhaps the first application of deep learning in mechanical design, specifically to learn complex microfluidic flow patterns in order to solve inverse problems in fluid mechanics. A recent discovery showed the ability to control the fluid deformations in a microfluidic channel by placing a sequence of pillars. This provides a fundamental tool for numerous material science, manufacturing and biological applications. However, designing pillar sequences for user-defined deformations is practically infeasible as the current process requires laborious and time-consuming design iterations in a very large, highly nonlinear design space that can have as large as \(10^{15}\) possibilities. We demonstrate that hierarchical feature extraction can potentially lead to a scalable design tool via learning semantic representations from a relatively small number of flow pattern examples. The paper compares the performances of pre-trained deep neural networks and deep convolutional neural networks as well as their learnt features. We show that a balanced training data generation process with respect to a metric on the output space improves the feature extraction performance. Overall, the deep learning based design process is shown to expedite the current state-of-the-art design approaches by more than \(600\) times."
2139,44,http://jmlr.csail.mit.edu/proceedings/papers/v44/,Learning Multi-channel Deep Feature Representations for Face Recognition,"Xue-wen Chen, Melih Aslan, Kunlei Zhang, Thomas Huang",none,http://jmlr.csail.mit.edu/proceedings/papers/v44/chen15learning.pdf,http://jmlr.csail.mit.edu/proceedings/papers/v44/,,8th December 2015,7 - 12 December 2015,NIPS Workshop on Feature Extraction 2015 Proceedings,Twenty-ninth Annual Conference on Neural Information Processing Systems (NIPS) ,"Montreal, Canada","Dmitry Storcheus, Afshin Rostamizadeh, Sanjiv Kumar, Neil Lawrence",v44_chen15learning,http://jmlr.csail.mit.edu/proceedings/papers/v44/chen15learning.html,"Deep learning provides a natural way to obtain feature representations from data without relying on hand-crafted descriptors. In this paper, we propose to learn deep feature representations using unsupervised and supervised learning in a cascaded fashion to produce generically descriptive yet class speci c features. The proposed method can take full advantage of the availability of large-scale unlabeled data and learn discriminative features (supervised) from generic features (unsupervised). It is then applied to multiple essential facial regions to obtain multi-channel deep facial representations for face recognition. The effecacy of the proposed feature representations is validated on both controlled (i.e., extended Yale- B, Yale, and AR) and uncontrolled (PubFig) benchmark face databases. Experimental results show its effectiveness."
2140,40,http://jmlr.csail.mit.edu/proceedings/papers/v40/,Open Problem: The landscape of the loss surfaces of multilayer networks,"Anna, Choromanska, Yann, LeCun, G_rard Ben Arous",none,http://jmlr.csail.mit.edu/proceedings/papers/v40/Choromanska15.pdf,http://jmlr.csail.mit.edu/proceedings/papers/v40/,,26th June 2015,"July 3-6, 2015",COLT 2015 Proceedings,Conference on Learning Theory,"Paris, France","Peter GrÕ_nwald, Elad Hazan, Satyen Kale",v40_Choromanska15,http://jmlr.csail.mit.edu/proceedings/papers/v40/Choromanska15.html,"Deep learning has enjoyed a resurgence of interest in the last few years for such applications as image and speech recognition, or natural language processing. The vast majority of practical applications of deep learning focus on supervised learning, where the supervised loss function is minimized using stochastic gradient descent. The properties of this highly non-convex loss function, such as its landscape and the behavior of critical points (maxima, minima, and saddle points), as well as the reason why large- and small-size networks achieve radically different practical performance, are however very poorly understood. It was only recently shown that new results in spin-glass theory potentially may provide an explanation for these problems by establishing a connection between the loss function of the neural networks and the Hamiltonian of the spherical spin-glass models. The connection between both models relies on a number of possibly unrealistic assumptions, yet the empirical evidence suggests that the connection may exist in real. The question we pose is whether it is possible to drop some of these assumptions to establish a stronger connection between both models."
2141,38,http://jmlr.csail.mit.edu/proceedings/papers/v38/,Learning Deep Sigmoid Belief Networks with Data Augmentation,"Zhe Gan, Ricardo Henao, David Carlson, Lawrence Carin",none,http://jmlr.csail.mit.edu/proceedings/papers/v38/gan15.pdf,http://jmlr.csail.mit.edu/proceedings/papers/v38/,http://jmlr.csail.mit.edu/proceedings/papers/v38/gan15-supp.pdf,21st February 2015,"May 9 - 12, 2015",AISTATS 2015 Proceedings,The 18th International Conference on  Artificial Intelligence and Statistics,"San Diego, California, USA","Guy Lebanon, S.V.N. Vishwanathan",v38_gan15,http://jmlr.csail.mit.edu/proceedings/papers/v38/gan15.html,"Deep directed generative models are developed. The multi-layered model is designed by stacking sigmoid belief networks, with sparsity-encouraging priors placed on the model parameters. Learning and inference of layer-wise model parameters are implemented in a Bayesian setting. By exploring the idea of data augmentation and introducing auxiliary Polya-Gamma variables, simple and efficient Gibbs sampling and mean-field variational Bayes (VB) inference are implemented. To address large-scale datasets, an online version of VB is also developed. Experimental results are presented for three publicly available datasets: MNIST, Caltech 101 Silhouettes and OCR letters."
2142,9,http://jmlr.csail.mit.edu/proceedings/papers/v9/,Learning the Structure of Deep Sparse Graphical Models,"Ryan Adams, Hanna Wallach, Zoubin Ghahramani","9:1-8, 2010.",http://jmlr.csail.mit.edu/proceedings/papers/v9/adams10a/adams10a.pdf,http://jmlr.csail.mit.edu/proceedings/papers/v9,,31st March 2010,"May 13-15, 2010",AISTATS 2010 Proceedings,Proceedings of the Thirteenth International Conference on Artificial Intelligence and Statistics,"Chia Laguna Resort, Sardinia, Italy",Yee Whye Teh and Mike Titterington,v9_adams10a,http://jmlr.csail.mit.edu/proceedings/papers/v9/adams10a.html,Deep belief networks are a powerful way to model complex probability distributions. However it is difficult to learn the structure of a belief network particularly one with hidden units. The Indian buffet process has been used as a nonparametric Bayesian prior on the structure of a directed belief network with a single infinitely wide hidden layer. Here we introduce the cascading Indian buffet process (CIBP) which provides a prior on the structure of a layered directed belief network that is unbounded in both depth and width yet allows tractable inference. We use the CIBP prior with the nonlinear Gaussian belief network framework to allow each unit to vary its behavior between discrete and continuous representations. We use Markov chain Monte Carlo for inference in this model and explore the structures learned on image data.
2143,28,http://jmlr.csail.mit.edu/proceedings/papers/v28/,Approximation properties of DBNs with binary hidden units and real-valued visible units,"Oswin Krause, Asja Fischer, Tobias Glasmachers, Christian Igel",none,http://jmlr.csail.mit.edu/proceedings/papers/v28/krause13.pdf,http://jmlr.csail.mit.edu/proceedings/papers/v28/,,15th February 2013,"June 17 _ June 19, 2013.",ICML 2013 Proceedings,30th International Conference on Machine Learning ,"Atlanta, USA",Sanjoy Dasgupta and David McAllester,v28_krause13,http://jmlr.csail.mit.edu/proceedings/papers/v28/krause13.html,"Deep belief networks (DBNs) can approximate any distribution over fixed-length binary vectors. However, DBNs are frequently applied to model real-valued data, and so far little is known about their representational power in this case. We analyze the approximation properties of DBNs with two layers of binary hidden units and visible units with conditional distributions from the exponential family. It is shown that these DBNs can, under mild assumptions, model any additive mixture of distributions from the exponential family with independent variables. An arbitrarily good approximation in terms of Kullback-Leibler divergence of an m-dimensional mixture distribution with n components can be achieved by a DBN with m visible variables and n and n+1 hidden variables in the first and second hidden layer, respectively. Furthermore, relevant infinite mixtures can be approximated arbitrarily well by a DBN with a finite number of neurons. This includes the important special case of an infinite mixture of Gaussian distributions with fixed variance restricted to a compact domain, which in turn can approximate any strictly positive density over this domain."
2144,28,http://jmlr.csail.mit.edu/proceedings/papers/v28/,On the importance of initialization and momentum in deep learning,"Ilya Sutskever, James Martens, George Dahl, Geoffrey Hinton",none,http://jmlr.csail.mit.edu/proceedings/papers/v28/sutskever13.pdf,http://jmlr.csail.mit.edu/proceedings/papers/v28/,http://jmlr.csail.mit.edu/proceedings/papers/v28/sutskever13-supp.pdf,15th February 2013,"June 17 _ June 19, 2013.",ICML 2013 Proceedings,30th International Conference on Machine Learning ,"Atlanta, USA",Sanjoy Dasgupta and David McAllester,v28_sutskever13,http://jmlr.csail.mit.edu/proceedings/papers/v28/sutskever13.html,"Deep and recurrent neural networks (DNNs and RNNs respectively) are powerful models that were considered to be almost impossible to train using stochastic gradient descent with momentum. In this paper, we show that when stochastic gradient descent with momentum uses a well-designed random initialization and a particular type of slowly increasing schedule for the momentum parameter, it can train both DNNs and RNNs (on datasets with long-term dependencies) to levels of performance that were previously achievable only with Hessian-Free optimization. We find that both the initialization and the momentum are crucial since poorly initialized networks cannot be trained with momentum and well-initialized networks perform markedly worse when the momentum is absent or poorly tuned. Our success training these models suggests that previous attempts to train deep and recurrent neural networks from random initializations have likely failed due to poor initialization schemes. Furthermore, carefully tuned momentum methods suffice for dealing with the curvature issues in deep and recurrent network training objectives without the need for sophisticated second-order methods."
2145,28,http://jmlr.csail.mit.edu/proceedings/papers/v28/,Top-down particle filtering for Bayesian decision trees,"Balaji Lakshminarayanan, Daniel Roy, Yee Whye Teh",none,http://jmlr.csail.mit.edu/proceedings/papers/v28/lakshminarayanan13.pdf,http://jmlr.csail.mit.edu/proceedings/papers/v28/,http://jmlr.csail.mit.edu/proceedings/papers/v28/lakshminarayanan13-supp.pdf,15th February 2013,"June 17 _ June 19, 2013.",ICML 2013 Proceedings,30th International Conference on Machine Learning ,"Atlanta, USA",Sanjoy Dasgupta and David McAllester,v28_lakshminarayanan13,http://jmlr.csail.mit.edu/proceedings/papers/v28/lakshminarayanan13.html,"Decision tree learning is a popular approach for classification and regression in machine learning and statistics, and Bayesian formulationswhich introduce a prior distribution over decision trees, and formulate learning as posterior inference given datahave been shown to produce competitive performance. Unlike classic decision tree learning algorithms like ID3, C4.5 and CART, which work in a top-down manner, existing Bayesian algorithms produce an approximation to the posterior distribution by evolving a complete tree (or collection thereof) iteratively via local Monte Carlo modifications to the structure of the tree, e.g., using Markov chain Monte Carlo (MCMC). We present a sequential Monte Carlo (SMC) algorithm that instead works in a top-down manner, mimicking the behavior and speed of classic algorithms. We demonstrate empirically that our approach delivers accuracy comparable to the most popular MCMC method, but operates more than an order of magnitude faster, and thus represents a better computation-accuracy tradeoff."
2146,38,http://jmlr.csail.mit.edu/proceedings/papers/v38/,Generalized Linear Models for Aggregated Data,"Avradeep Bhowmik, Joydeep Ghosh, Oluwasanmi Koyejo",none,http://jmlr.csail.mit.edu/proceedings/papers/v38/bhowmik15.pdf,http://jmlr.csail.mit.edu/proceedings/papers/v38/,,21st February 2015,"May 9 - 12, 2015",AISTATS 2015 Proceedings,The 18th International Conference on  Artificial Intelligence and Statistics,"San Diego, California, USA","Guy Lebanon, S.V.N. Vishwanathan",v38_bhowmik15,http://jmlr.csail.mit.edu/proceedings/papers/v38/bhowmik15.html,"Databases in domains such as healthcare are routinely released to the public in aggregated form. Unfortunately, naive modeling with aggregated data may significantly diminish the accuracy of inferences at the individual level. This paper addresses the scenario where features are provided at the individual level, but the target variables are only available as histogram aggregates or order statistics. We consider a limiting case of generalized linear modeling when the target variables are only known up to permutation, and explore how this relates to permutation testing; a standard technique for assessing statistical dependency. Based on this relationship, we propose a simple algorithm to estimate the model parameters and individual level inferences via alternating imputation and standard generalized linear model fitting. Our results suggest the effectiveness of the proposed approach when, in the original data, permutation testing accurately ascertains the veracity of the linear relationship. The framework is extended to general histogram data with larger bins - with order statistics such as the median as a limiting case. Our experimental results on simulated data and aggregated healthcare data suggest a diminishing returns property with respect to the granularity of the histogram - when a linear relationship holds in the original data, the targets can be predicted accurately given relatively coarse histograms."
2147,36,http://jmlr.csail.mit.edu/proceedings/papers/v36/,High density-focused uncertainty sampling for active learning over evolving stream data,"Dino Ienco, Indr_ _liobait_, Bernhard Pfahringer","36 :133-148, 2014",http://jmlr.csail.mit.edu/proceedings/papers/v36/ienco14.pdf,http://jmlr.csail.mit.edu/proceedings/papers/v36/,,13th August 2014,"Aug 24, 2014 - Aug 24, 2014",BIGMINE 2014 Proceedings,"3rd International Workshop on Big Data, Streams and Heterogeneous Source Mining: Algorithms, Systems, Programming Models and Applications","New York, USA","Wei Fan, Albert Bifet, Qiang Yang, Philip S. Yu",v36_ienco14,http://jmlr.csail.mit.edu/proceedings/papers/v36/ienco14.html,"Data labeling is an expensive and time-consuming task, hence carefully choosing which labels to use for training a model is becoming increasingly important. In the active learning setting, a classifier is trained by querying labels from a small representative fraction of data. While many approaches exist for non-streaming scenarios, few works consider the challenges of the data stream setting. We propose a new active learning method for evolving data streams based on a combination of density and prediction uncertainty (DBALStream). Our approach decides to label an instance or not, considering whether it lies in an high density partition of the data space. This allows focusing labelling efforts in the instance space where more data is concentrated; hence, the benefits of learning a more accurate classifier are expected to be higher. Instance density is approximated in an online manner by a sliding window mechanism, a standard technique for data streams. We compare our method with state-of-the-art active learning strategies over benchmark datasets. The experimental analysis demonstrates good predictive performance of the new approach."
2148,8,http://jmlr.csail.mit.edu/proceedings/papers/v8/,Accuracy-Rejection Curves (ARCs) for Comparing Classification Methods with a Reject Option,"Malik Sajjad Ahmed Nadeem, Jean-Daniel Zucker, Blaise Hanczar","8:65-81, 2010.",http://jmlr.csail.mit.edu/proceedings/papers/v8/nadeem10a/nadeem10a.pdf,http://jmlr.csail.mit.edu/proceedings/papers/v8/,,2nd March 2010,"September 5-6, 2009",Proceedings of MLSB 2009,Proceedings of the third International Workshop on Machine Learning in Systems Biology,"Ljubljana, Slovenia","SaÅço DÅ_eroski, Pierre Geurts, Juho Rousu",v8_nadeem10a,http://jmlr.csail.mit.edu/proceedings/papers/v8/nadeem10a.html,Data extracted from microarrays are now considered an important source of knowledge about various diseases. Several studies based on microarray data and the use of receiver operating characteristics (ROC) graphs have compared supervised machine learning approaches. These comparisons are based on classification schemes in which all samples are classified regardless of the degree of confidence associated with the classification of a particular sample on the basis of a given classifier. In the domain of healthcare it is safer to refrain from classifying a sample if the confidence assigned to the classification is not high enough rather than classifying all samples even if confidence is low. We describe an approach in which the performance of different classifiers is compared with the possibility of rejection based on several reject areas. Using a tradeoff between accuracy and rejection we propose the use of accuracy-rejection curves (ARCs) and three types of relationship between ARCs for comparisons of the ARCs of two classifiers. Empirical results based on purely synthetic data semi-synthetic data (generated from real data obtained from patients) and public microarray data for binary classification problems demonstrate the efficacy of this method.
2149,36,http://jmlr.csail.mit.edu/proceedings/papers/v36/,Towards Optimal Execution of Density-based Clustering on Heterogeneous Hardware,"Dirk Habich, Stefanie Gahrig, Wolfgang Lehner","36 :104-119, 2014",http://jmlr.csail.mit.edu/proceedings/papers/v36/habich14.pdf,http://jmlr.csail.mit.edu/proceedings/papers/v36/,,13th August 2014,"Aug 24, 2014 - Aug 24, 2014",BIGMINE 2014 Proceedings,"3rd International Workshop on Big Data, Streams and Heterogeneous Source Mining: Algorithms, Systems, Programming Models and Applications","New York, USA","Wei Fan, Albert Bifet, Qiang Yang, Philip S. Yu",v36_habich14,http://jmlr.csail.mit.edu/proceedings/papers/v36/habich14.html,"Data Clustering is an important and highly utilized data mining technique in various application domains. With ever increasing data volumes in the era of big data, the efficient execution of clustering algorithms is a fundamental prerequisite to gain understanding and acquire novel, previously unknown knowledge from data. To establish an efficient execution, the clustering algorithms have to be re-engineered to fully exploit the provided hardware capabilities. Shared-memory multiprocessor systems like graphics processing units (GPUs) provide extremely high parallelism combined with a high bandwidth transfer at low cost. The availability of such computing units increases with upcoming processors, where a common CPU and various computing units, like GPU, are tightly coupled using a unified shared memory hierarchy. In this paper, we consider density-based clustering for such heterogeneous systems. In particular, we optimize the configuration of CUDA-DClust _ a density-based clustering algorithm for GPUs _ and show that our configuration approach enables an efficient and deterministic execution. Our configuration approach is based on data as well as hardware properties, so that we are able to adjust the algorithm execution in both directions. In our evaluation, we show the applicability of our approach and present open challenges which have to be solved next."
2150,22,http://jmlr.csail.mit.edu/proceedings/papers/v22/,Efficient Hypergraph Clustering,"Marius Leordeanu, Cristian Sminchisescu",none,http://jmlr.csail.mit.edu/proceedings/papers/v22/leordeanu12/leordeanu12.pdf,http://jmlr.csail.mit.edu/proceedings/papers/v22/,,21st March 2012,"April 21-23, 2012",AISTATS 2012 Proceedings,Proceedings of the Fifteenth International Conference on Artificial Intelligence and Statistics,"La Palma, Canary Islands",Neil Lawrence and Mark Girolami,v22_leordeanu12,http://jmlr.csail.mit.edu/proceedings/papers/v22/leordeanu12.html,Data clustering is an essential problem in data mining machine learning and computer vision. In this paper we present a novel method for the hypergraph clustering problem in which second or higher order affinities between sets of data points are considered. Our algorithm has important theoretical properties such as convergence and satisfaction of first order necessary optimality conditions. It is based on an efficient iterative procedure which by updating the cluster membership of all points in parallel is able to achieve state of the art results in very few steps. We outperform current hypergraph clustering methods especially in terms of computational speed but also in terms of accuracy. Moreover we show that our method could be successfully applied both to higher-order assignment problems and to image segmentation.
